0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,82
0.28,82
0.3,82
0.32,82
0.34,82
0.36,82
0.38,0
0.4,82
0.42,82
0.44,82
0.46,138
0.48,138
0.5,138
0.52,162
0.54,162
0.56,162
0.58,193
0.6,193
0.62,220
0.64,220
0.66,220
0.68,221
0.7,221
0.72,233
0.74,233
0.76,257
0.78,257
0.8,247
0.82,247
0.84,257
0.86,280
0.88,280
0.9,281
0.92,281
0.94,284
0.96,303
0.98,303
1,301
1.02,301
1.04,304
1.06,323
1.08,323
1.1,327
1.12,318
1.14,318
1.16,342
1.18,339
1.2,339
1.22,345
1.24,366
1.26,363
1.28,363
1.3,367
1.32,390
1.34,382
1.36,382
1.38,386
1.4,393
1.42,413
1.44,389
1.46,426
1.48,426
1.5,419
1.52,419
1.54,439
1.56,444
1.58,435
1.6,474
1.62,448
1.64,461
1.66,475
1.68,475
1.7,473
1.72,465
1.74,494
1.76,485
1.78,478
1.8,501
1.82,498
1.84,487
1.86,525
1.88,498
1.9,508
1.92,510
1.94,539
1.96,507
1.98,522
2,531
2.02,532
2.04,512
2.06,561
2.08,515
2.1,547
2.12,558
2.14,533
2.16,571
2.18,529
2.2,543
2.22,568
2.24,559
2.26,548
2.28,569
2.3,547
2.32,550
2.34,564
2.36,539
2.38,567
2.4,545
2.42,540
2.44,569
2.46,551
2.48,536
2.5,567
2.52,539
2.54,543
2.56,559
2.58,519
2.6,565
2.62,545
2.64,538
2.66,556
2.68,549
2.7,525
2.72,525
2.74,540
2.76,543
2.78,533
2.8,520
2.82,542
2.84,525
2.86,512
2.88,532
2.9,524
2.92,508
2.94,541
2.96,509
2.98,521
3,543
3.02,516
3.04,549
3.06,516
3.08,533
3.1,540
3.12,544
3.14,526
3.16,573
3.18,532
3.2,566
3.22,554
3.24,558
3.26,592
3.28,550
3.3,568
3.32,591
3.34,584
3.36,587
3.38,567
3.4,568
3.42,576
3.44,578
3.46,549
3.48,574
3.5,561
3.52,578
3.54,558
3.56,549
3.58,573
3.6,550
3.62,544
3.64,543
3.66,515
3.68,559
3.7,535
3.72,527
3.74,540
3.76,537
3.78,513
3.8,560
3.82,515
3.84,525
3.86,537
3.88,527
3.9,510
3.92,535
3.94,520
3.96,529
3.98,523
4,511
4.02,547
4.04,513
4.06,530
4.08,551
4.1,527
4.12,537
4.14,567
4.16,534
4.18,552
4.2,565
4.22,535
4.24,589
4.26,543
4.28,566
4.3,575
4.32,549
4.34,581
4.36,534
4.38,548
4.4,571
4.42,559
4.44,538
4.46,565
4.48,542
4.5,535
4.52,553
4.54,523
4.56,548
4.58,534
4.6,533
4.62,547
4.64,537
4.66,533
4.68,560
4.7,538
4.72,540
4.74,564
4.76,524
4.78,576
4.8,558
4.82,558
4.84,579
4.86,577
4.88,618
4.9,573
4.92,595
4.94,616
4.96,608
4.98,632
5,613
5.02,610
5.04,638
5.06,620
5.08,662
5.1,629
5.12,667
5.14,632
5.16,636
5.18,634
5.2,646
5.22,653
5.24,653
5.26,688
5.28,633
5.3,664
5.32,650
5.34,647
5.36,700
5.38,663
5.4,692
5.42,667
5.44,684
5.46,655
5.48,656
5.5,669
5.52,635
5.54,680
5.56,660
5.58,671
5.6,655
5.62,698
5.64,660
5.66,662
5.68,691
5.7,632
5.72,662
5.74,658
5.76,672
5.78,648
5.8,703
5.82,647
5.84,682
5.86,667
5.88,651
5.9,667
5.92,659
5.94,684
5.96,651
5.98,701
6,671
6.02,687
6.04,649
6.06,689
6.08,638
6.1,655
6.12,659
6.14,620
6.16,683
6.18,620
6.2,661
6.22,624
6.24,619
6.26,607
6.28,619
6.3,641
6.32,620
6.34,631
6.36,608
6.38,601
6.4,617
6.42,610
6.44,616
6.46,603
6.48,599
6.5,612
6.52,598
6.54,624
6.56,596
6.58,597
6.6,603
6.62,581
6.64,639
6.66,614
6.68,614
6.7,637
6.72,618
6.74,676
6.76,656
6.78,671
6.8,659
6.82,684
6.84,662
