0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,82
0.34,82
0.36,82
0.38,82
0.4,82
0.42,97
0.44,97
0.46,97
0.48,151
0.5,151
0.52,151
0.54,166
0.56,166
0.58,166
0.6,191
0.62,191
0.64,225
0.66,225
0.68,218
0.7,218
0.72,229
0.74,229
0.76,257
0.78,257
0.8,246
0.82,246
0.84,255
0.86,255
0.88,285
0.9,285
0.92,270
0.94,270
0.96,284
0.98,297
1,297
1.02,306
1.04,306
1.06,292
1.08,326
1.1,326
1.12,315
1.14,320
1.16,320
1.18,340
1.2,346
1.22,346
1.24,331
1.26,376
1.28,346
1.3,346
1.32,364
1.34,399
1.36,367
1.38,367
1.4,380
1.42,412
1.44,382
1.46,399
1.48,399
1.5,408
1.52,421
1.54,395
1.56,470
1.58,410
1.6,449
1.62,465
1.64,465
1.66,448
1.68,442
1.7,486
1.72,456
1.74,462
1.76,487
1.78,478
1.8,465
1.82,518
1.84,479
1.86,494
1.88,523
1.9,492
1.92,491
1.94,541
1.96,497
1.98,510
2,541
2.02,505
2.04,509
2.06,560
2.08,505
2.1,550
2.12,517
2.14,519
2.16,569
2.18,515
2.2,533
2.22,562
2.24,529
2.26,527
2.28,577
2.3,527
2.32,548
2.34,559
2.36,521
2.38,576
2.4,539
2.42,545
2.44,556
2.46,560
2.48,521
2.5,586
2.52,548
2.54,586
2.56,534
2.58,541
2.6,587
2.62,528
2.64,549
2.66,549
2.68,557
2.7,603
2.72,517
2.74,560
2.76,568
2.78,547
2.8,529
2.82,578
2.84,535
2.86,562
2.88,547
2.9,525
2.92,578
2.94,533
2.96,546
2.98,570
3,536
3.02,534
3.04,588
3.06,549
3.08,581
3.1,543
3.12,548
3.14,605
3.16,548
3.18,569
3.2,561
3.22,565
3.24,626
3.26,561
3.28,583
3.3,581
3.32,577
3.34,627
3.36,573
3.38,594
3.4,598
3.42,552
3.44,617
3.46,569
3.48,576
3.5,590
3.52,548
3.54,617
3.56,555
3.58,577
3.6,613
3.62,562
3.64,611
3.66,550
3.68,565
3.7,562
3.72,575
3.74,528
3.76,617
3.78,573
3.8,577
3.82,555
3.84,537
3.86,587
3.88,539
3.9,544
3.92,571
3.94,553
3.96,587
3.98,537
4,553
4.02,582
4.04,551
4.06,546
4.08,603
4.1,570
4.12,600
4.14,565
4.16,567
4.18,626
4.2,565
4.22,621
4.24,583
4.26,582
4.28,635
4.3,573
4.32,620
4.34,583
4.36,577
4.38,624
4.4,567
4.42,583
4.44,595
4.46,548
4.48,608
4.5,560
4.52,572
4.54,585
4.56,549
4.58,610
4.6,549
4.62,570
4.64,612
4.66,564
4.68,615
4.7,558
4.72,578
4.74,578
4.76,589
4.78,640
4.8,547
4.82,606
4.84,604
4.86,593
4.88,630
4.9,583
4.92,597
4.94,626
4.96,596
4.98,663
5,608
5.02,627
5.04,628
5.06,620
5.08,690
5.1,645
5.12,671
5.14,633
5.16,689
5.18,613
5.2,633
5.22,661
5.24,619
5.26,681
5.28,615
5.3,666
5.32,637
5.34,630
5.36,689
5.38,643
5.4,647
5.42,657
5.44,678
5.46,621
5.48,630
5.5,653
5.52,600
5.54,679
5.56,606
5.58,676
5.6,628
5.62,619
5.64,670
5.66,632
5.68,628
5.7,638
5.72,687
5.74,585
5.76,642
5.78,640
5.8,600
5.82,648
5.84,596
5.86,603
5.88,615
5.9,588
5.92,653
5.94,593
5.96,645
5.98,606
6,596
6.02,655
6.04,593
6.06,628
6.08,587
6.1,583
6.12,639
6.14,571
6.16,613
6.18,576
6.2,571
6.22,625
6.24,560
6.26,604
6.28,569
6.3,567
6.32,618
6.34,562
6.36,583
6.38,596
6.4,554
6.42,620
6.44,578
6.46,587
6.48,601
6.5,566
6.52,642
6.54,576
6.56,649
6.58,593
6.6,600
6.62,663
6.64,598
6.66,622
6.68,640
6.7,589
6.72,595
6.74,657
6.76,666
6.78,645
6.8,690
6.82,634
6.84,650
